queens_list;queens;10;0;0.0;0.24780930499946408
queens_list;queens;10;0;0.0;1.2003380639998795
queens_list;queens;10;0;0.0;1.20471309200002
queens_list;queens;11;0;0.0;1.2657418420003523
queens_list;queens;11;0;0.0;1.2566494349994173
queens_list;queens;11;0;0.0;1.2599557140001707
queens_list;queens;12;0;0.0;1.5275200060004863
queens_list;queens;12;0;0.0;1.539146086999608
queens_list;queens;12;0;0.0;1.5339556300004915
queens_list;queens;13;1;31347846.94969367;3.3231547300001694
queens_list;queens;13;1;31870989.589856166;3.312760581000475
queens_list;queens;13;1;32806223.936862987;3.319748283000081
queens_list;queens;14;6;222060521.9962551;15.112117478998698
queens_list;queens;14;6;223213805.42998552;15.212922103000892
queens_list;queens;14;7;214312864.6274292;15.321525002000271
queens_list;queens;15;56;1544001903.0364757;114.58402775899958
queens_list;queens;15;54;1564523724.7587252;112.00427716000013
queens_list;queens;15;56;1526098515.6157677;114.43492284799868